jobid,submit,start,end,nnodes,duration,max_memory
928,169886981,169886981,169887001,2,20,44
929,169886982,169886983,169887003,2,20,24
930,169886983,169886983,169887004,2,21,33
931,169886984,169886984,169887003,2,19,22
932,169886985,169886985,169887003,2,18,71
933,169886986,169886986,169887001,2,15,63
934,169886987,169886987,169887006,2,19,62
935,169886988,169886988,169887008,2,20,62
936,169886989,169886989,169887006,2,17,44
937,169886990,169886990,169887045,2,55,62
938,169886991,169887003,169887015,2,12,23
939,169886992,169887003,169887015,2,12,44
940,169886994,169887005,169887016,2,11,63
941,169886995,169887005,169887017,2,12,71
942,169886996,169887005,169887017,2,12,24
943,169886997,169887006,169887018,2,12,44
944,169886998,169887007,169887019,2,12,27
945,169887005,169887005,169887037,2,32,67
946,169887008,169887008,169887029,1,21,73
947,169887022,169887023,169887061,1,38,33
948,169887046,169887046,169887074,1,28,73
949,169887066,169887067,169887116,1,49,67
950,169887094,169887094,169887226,2,132,71
951,169887128,169887268,169889348,1,2080,146
952,169887129,169887218,169887707,1,489,138
956,169887129,169887218,169887707,1,489,138
957,169887129,169887218,169887707,1,489,142
958,169887129,169887218,169887713,1,495,138
959,169887129,169887218,169887712,1,494,138
960,169887129,169887218,169887715,1,497,139
961,169887129,169887218,169887716,1,498,139
962,169887129,169887218,169887710,1,492,141
963,169887129,169887218,169887712,1,494,143
964,169887129,169887218,169887713,1,495,141
965,169887129,169887218,169887709,1,491,138
966,169887129,169887218,169887706,1,488,138
953,169887130,169887218,169888763,1,1545,85
967,169887130,169887218,169887768,1,550,73
968,169887130,169887218,169888768,1,1550,77
969,169887130,169887218,169888769,1,1551,77
970,169887130,169887218,169888767,1,1549,77
971,169887130,169887218,169888757,1,1539,85
973,169887142,169887233,169887236,1,3,28
954,169887188,169887268,169887290,1,22,22
955,169887198,169887288,169887295,64,7,104
972,169887228,169887228,169887253,1,25,153
974,169887241,169887288,169891611,1,4323,72
975,169887243,169887288,169891611,1,4323,84
976,169887243,169887243,169887308,1,65,54
977,169887258,169887268,169893333,4,6065,151
987,169887279,169887279,169887303,1,24,193
1014,169887298,169887298,169887540,1,242,65
1015,169887303,169887303,169887359,1,56,72
1016,169887309,169887309,169887338,1,29,197
1017,169887324,169887325,169887379,64,54,146
1018,169887334,169887334,169887369,1,35,53
1019,169887371,169887371,169887400,1,29,201
1020,169887381,169887381,169889543,64,2162,151
1021,169887406,169895520,169896163,1,643,74
1022,169887409,169887409,169887419,1,10,38
1023,169887409,169887413,169887415,1,2,67
1024,169887420,169887425,169887427,1,2,67
1025,169887433,169887437,169887466,1,29,69
1026,169887445,169889024,169889032,1,8,15
1140,169887445,169889024,169889819,1,795,36
1141,169887445,169889024,169889032,1,8,18
1142,169887445,169889024,169889748,1,724,36
1143,169887445,169889024,169889032,1,8,18
1144,169887445,169889024,169889032,1,8,20
1145,169887445,169889024,169889032,1,8,15
1146,169887445,169889024,169889032,1,8,15
1147,169887445,169889024,169889032,1,8,16
1148,169887445,169889024,169889032,1,8,132
1149,169887445,169889024,169889032,1,8,16
1150,169887445,169889024,169889032,1,8,125
1151,169887445,169889024,169889032,1,8,17
1152,169887445,169889024,169889032,1,8,27
1153,169887445,169889024,169889032,1,8,17
1154,169887445,169889024,169889032,1,8,17
1155,169887445,169889024,169889032,1,8,27
1156,169887445,169889024,169889032,1,8,17
1157,169887445,169889024,169889032,1,8,59
1158,169887445,169889024,169889032,1,8,54
1159,169887445,169889024,169889032,1,8,54
1160,169887445,169889024,169889032,1,8,54
1161,169887445,169889024,169889032,1,8,61
1162,169887445,169889024,169889032,1,8,62
1163,169887445,169889024,169889032,1,8,17
1164,169887445,169889024,169889032,1,8,17
1165,169887445,169889024,169889032,1,8,17
1166,169887445,169889024,169889032,1,8,15
1167,169887445,169889024,169889032,1,8,17
1168,169887445,169889024,169889032,1,8,16
1169,169887445,169889024,169889032,1,8,17
1170,169887445,169889024,169889032,1,8,17
1171,169887445,169889024,169889032,1,8,17
1172,169887445,169889024,169889032,1,8,19
1173,169887445,169889024,169889032,1,8,18
1174,169887445,169889024,169889032,1,8,26
1027,169887446,169889821,169889829,1,8,15
1184,169887446,169889821,169890606,1,785,36
1185,169887446,169889821,169889828,1,7,17
1186,169887446,169889821,169890624,1,803,36
1187,169887446,169889821,169889828,1,7,17
1188,169887446,169889821,169889829,1,8,17
1189,169887446,169889821,169889828,1,7,65
1190,169887446,169889821,169889828,1,7,48
1191,169887446,169889821,169889828,1,7,38
1192,169887446,169889821,169889828,1,7,57
1193,169887446,169889821,169889828,1,7,21
1194,169887446,169889821,169889828,1,7,57
1195,169887446,169889821,169889828,1,7,56
1196,169887446,169889821,169889828,1,7,56
1197,169887446,169889821,169889828,1,7,56
1198,169887446,169889821,169889828,1,7,17
1199,169887446,169889821,169889828,1,7,15
1200,169887446,169889821,169889828,1,7,37
1201,169887446,169889821,169889828,1,7,17
1202,169887446,169889821,169889828,1,7,53
1203,169887446,169889821,169889828,1,7,38
1204,169887446,169889821,169889828,1,7,17
1205,169887446,169889821,169889828,1,7,17
1206,169887446,169889821,169889828,1,7,53
1207,169887446,169889821,169889828,1,7,53
1208,169887446,169889821,169889828,1,7,53
1209,169887446,169889821,169889828,1,7,36
1210,169887446,169889821,169889828,1,7,17
1211,169887446,169889821,169889828,1,7,17
1212,169887446,169889821,169889828,1,7,17
1213,169887446,169889821,169889828,1,7,17
1214,169887446,169889821,169889828,1,7,17
1215,169887446,169889821,169889828,1,7,24
1216,169887446,169889821,169889828,1,7,18
1217,169887446,169889821,169889828,1,7,17
1218,169887446,169889821,169889828,1,7,17
1028,169887447,169890625,169890633,1,8,17
1238,169887447,169890625,169891423,1,798,36
1239,169887447,169890625,169890633,1,8,26
1240,169887447,169890625,169891467,1,842,36
1241,169887447,169890625,169890633,1,8,17
1242,169887447,169890625,169890633,1,8,21
1243,169887447,169890625,169890633,1,8,57
1244,169887447,169890625,169890633,1,8,56
1245,169887447,169890625,169890633,1,8,56
1246,169887447,169890625,169890633,1,8,56
1247,169887447,169890625,169890633,1,8,144
1248,169887447,169890625,169890633,1,8,46
1249,169887447,169890625,169890633,1,8,160
1250,169887447,169890625,169890633,1,8,135
1251,169887447,169890625,169890633,1,8,123
1252,169887447,169890625,169890633,1,8,140
1253,169887447,169890625,169890633,1,8,114
1254,169887447,169890625,169890633,1,8,148
1255,169887447,169890625,169890633,1,8,38
1256,169887447,169890625,169890633,1,8,38
1257,169887447,169890625,169890633,1,8,132
1258,169887447,169890625,169890633,1,8,124
1259,169887447,169890625,169890633,1,8,17
1260,169887447,169890625,169890633,1,8,15
1261,169887447,169890625,169890633,1,8,37
1262,169887447,169890625,169890633,1,8,17
1263,169887447,169890625,169890633,1,8,53
1264,169887447,169890625,169890633,1,8,38
1265,169887447,169890625,169890633,1,8,17
1266,169887447,169890625,169890633,1,8,17
1267,169887447,169890625,169890633,1,8,53
1268,169887447,169890625,169890633,1,8,53
1269,169887447,169890625,169890633,1,8,53
1270,169887447,169890625,169890633,1,8,36
1271,169887447,169890625,169890633,1,8,17
1272,169887447,169890625,169890633,1,8,17
1029,169887449,169891468,169891476,1,8,126
1313,169887449,169891468,169892176,1,708,57
1314,169887449,169891468,169891476,1,8,16
1315,169887449,169891468,169892207,1,739,75
1316,169887449,169891468,169891476,1,8,14
1317,169887449,169891468,169891476,1,8,16
1318,169887449,169891468,169891476,1,8,15
1319,169887449,169891468,169891476,1,8,15
1320,169887449,169891468,169891476,1,8,15
1321,169887449,169891468,169891476,1,8,15
1322,169887449,169891468,169891476,1,8,14
1323,169887449,169891468,169891476,1,8,17
1324,169887449,169891468,169891476,1,8,21
1325,169887449,169891468,169891476,1,8,15
1326,169887449,169891468,169891476,1,8,17
1327,169887449,169891468,169891476,1,8,17
1328,169887449,169891468,169891476,1,8,18
1329,169887449,169891468,169891476,1,8,18
1330,169887449,169891468,169891476,1,8,46
1331,169887449,169891468,169891476,1,8,17
1332,169887449,169891468,169891476,1,8,25
1333,169887449,169891468,169891476,1,8,18
1334,169887449,169891468,169891476,1,8,18
1335,169887449,169891468,169891476,1,8,19
1336,169887449,169891468,169891476,1,8,19
1337,169887449,169891468,169891476,1,8,17
1338,169887449,169891468,169891476,1,8,16
1339,169887449,169891468,169891476,1,8,16
1340,169887449,169891468,169891476,1,8,16
1341,169887449,169891468,169891476,1,8,16
1342,169887449,169891468,169891476,1,8,28
1343,169887449,169891468,169891476,1,8,17
1344,169887449,169891468,169891476,1,8,17
1345,169887449,169891468,169891476,1,8,17
1346,169887449,169891468,169891476,1,8,17
1347,169887449,169891468,169891476,1,8,16
1030,169887450,169892210,169892217,1,7,59
1594,169887450,169892208,169893025,1,817,75
1595,169887450,169892208,169892216,1,8,16
1596,169887450,169892208,169893115,1,907,36
1597,169887450,169892208,169892217,1,9,17
1598,169887450,169892208,169892217,1,9,17
1599,169887450,169892208,169892217,1,9,26
1600,169887450,169892208,169892217,1,9,17
1601,169887450,169892208,169892217,1,9,54
1602,169887450,169892208,169892217,1,9,16
1603,169887450,169892208,169892217,1,9,17
1604,169887450,169892208,169892217,1,9,17
1605,169887450,169892208,169892217,1,9,62
1606,169887450,169892208,169892217,1,9,63
1607,169887450,169892208,169892217,1,9,63
1608,169887450,169892208,169892217,1,9,52
1609,169887450,169892208,169892217,1,9,17
1610,169887450,169892208,169892217,1,9,55
1611,169887450,169892208,169892217,1,9,32
1612,169887450,169892208,169892217,1,9,18
1613,169887450,169892208,169892217,1,9,17
1614,169887450,169892208,169892217,1,9,48
1615,169887450,169892208,169892217,1,9,49
1616,169887450,169892208,169892217,1,9,32
1617,169887450,169892208,169892217,1,9,17
1618,169887450,169892208,169892217,1,9,17
1619,169887450,169892208,169892217,1,9,17
1620,169887450,169892208,169892217,1,9,17
1621,169887450,169892208,169892217,1,9,17
1622,169887450,169892208,169892217,1,9,39
1623,169887450,169892209,169892217,1,8,63
1624,169887450,169892209,169892217,1,8,17
1625,169887450,169892209,169892217,1,8,19
1626,169887450,169892209,169892217,1,8,25
1627,169887450,169892209,169892217,1,8,18
1628,169887450,169892209,169892217,1,8,18
1031,169887451,169893116,169893125,1,9,18
1820,169887451,169893116,169894030,1,914,149
1821,169887451,169893116,169893125,1,9,121
1822,169887451,169893116,169893916,1,800,36
1823,169887451,169893116,169893125,1,9,18
1824,169887451,169893116,169893125,1,9,140
1825,169887451,169893116,169893125,1,9,56
1826,169887451,169893116,169893125,1,9,17
1827,169887451,169893116,169893125,1,9,22
1828,169887451,169893116,169893125,1,9,39
1829,169887451,169893116,169893125,1,9,16
1830,169887451,169893116,169893125,1,9,16
1831,169887451,169893116,169893125,1,9,17
1832,169887451,169893116,169893125,1,9,16
1833,169887451,169893116,169893125,1,9,17
1834,169887451,169893116,169893125,1,9,16
1835,169887451,169893116,169893125,1,9,17
1836,169887451,169893116,169893125,1,9,80
1837,169887451,169893116,169893125,1,9,18
1838,169887451,169893116,169893125,1,9,16
1839,169887451,169893116,169893125,1,9,37
1840,169887451,169893116,169893125,1,9,17
1841,169887451,169893116,169893125,1,9,53
1842,169887451,169893116,169893125,1,9,38
1843,169887451,169893116,169893125,1,9,18
1844,169887451,169893116,169893125,1,9,17
1845,169887451,169893116,169893125,1,9,54
1846,169887451,169893116,169893125,1,9,54
1847,169887451,169893116,169893125,1,9,54
1848,169887451,169893116,169893125,1,9,37
1849,169887451,169893116,169893125,1,9,17
1850,169887451,169893116,169893125,1,9,50
1851,169887451,169893116,169893125,1,9,51
1852,169887451,169893116,169893125,1,9,18
1853,169887451,169893116,169893125,1,9,17
1854,169887451,169893116,169893125,1,9,21
1032,169887479,169887479,169887542,1,63,68
1033,169887487,169887487,169887493,1,6,38
1034,169887489,169887489,169889651,32,2162,238
1035,169887513,169887513,169887540,1,27,44
1036,169887521,169887521,169887523,1,2,54
1037,169887528,169887533,169887535,1,2,54
1038,169887530,169887533,169888252,1,719,61
1039,169887557,169887569,169887585,2,16,69
1040,169887567,169887567,169887572,1,5,57
1041,169887602,169887602,169887635,1,33,54
1042,169887656,169887665,169887667,1,2,71
1043,169887685,169887689,169887708,1,19,72
1044,169887687,169887687,169887717,1,30,50
1045,169887776,169887776,169889227,1,1451,58
1046,169887803,169887810,169887820,1,10,72
1047,169887821,169887822,169887824,1,2,72
1048,169887874,169887882,169887884,1,2,72
1049,169887945,169887945,169888010,1,65,72
1050,169887951,169887951,169891329,1,3378,85
1051,169887970,169887970,169889415,1,1445,50
1052,169887997,169887998,169892655,12,4657,64
1053,169888010,169888010,169890409,12,2399,177
1054,169888019,169888019,169889812,12,1793,63
1090,169888094,169888094,169889360,12,1266,101
1091,169888108,169888108,169888217,1,109,203
1092,169888108,169888108,169888220,1,112,92
1093,169888108,169888108,169888214,1,106,84
1094,169888114,169888114,169888135,1,21,72
1095,169888183,169888183,169888257,1,74,72
1096,169888269,169888269,169888327,1,58,21
1097,169888271,169888272,169888635,1,363,32
1098,169888281,169888281,169888287,1,6,28
1099,169888295,169888295,169888312,1,17,27
1100,169888304,169888304,169888312,1,8,16
1101,169888305,169888305,169888313,1,8,17
1102,169888354,169888354,169888360,1,6,17
1103,169888355,169888355,169888373,1,18,72
1104,169888355,169888355,169888363,1,8,16
1105,169888356,169888356,169888364,1,8,16
1106,169888397,169888397,169889000,1,603,47
1107,169888432,169888432,169888920,1,488,68
1108,169888441,169888441,169888460,1,19,24
1109,169888444,169888444,169888451,1,7,16
1110,169888444,169888444,169888451,1,7,17
1111,169888474,169888474,169888478,1,4,27
1112,169888474,169888474,169888492,1,18,24
1113,169888476,169888476,169888483,1,7,17
1114,169888510,169888510,169888515,1,5,27
1115,169888511,169888511,169888528,1,17,24
1116,169888512,169888512,169888520,1,8,17
1117,169888593,169888593,169888598,1,5,27
1118,169888593,169888593,169888611,1,18,24
1119,169888594,169888594,169888601,1,7,18
1120,169888594,169888594,169888602,1,8,17
1121,169888619,169888619,169888664,1,45,95
1122,169888649,169888649,169889023,120,374,102
1123,169888676,169888676,169888717,1,41,95
1124,169888677,169888678,169890760,1,2082,39
1125,169888704,169888704,169889656,250,952,231
1126,169888710,169888710,169888726,1,16,26
1127,169888710,169888710,169888728,1,18,24
1128,169888710,169888710,169889075,1,365,53
1129,169888711,169888711,169888719,1,8,16
1130,169888711,169888711,169888719,1,8,19
1131,169888778,169888778,169896761,1,7983,29
1132,169888778,169888778,169888796,1,18,24
1133,169888780,169888780,169888787,1,7,18
1134,169888780,169888780,169888788,1,8,20
1135,169888781,169888782,169890862,1,2080,23
1136,169888872,169888872,169888907,1,35,95
1137,169888888,169888888,169888905,1,17,26
1138,169888889,169888889,169888916,1,27,28
1139,169888893,169888893,169888926,1,33,108
1175,169889190,169889190,169891352,24,2162,90
1176,169889247,169889247,169889285,1,38,42
1177,169889348,169889351,169891448,1,2097,49
1178,169889493,169889493,169889527,1,34,23
1179,169889594,169889594,169889627,1,33,23
1180,169889652,169889652,169890014,1,362,65
1181,169889656,169889656,169889701,32,45,258
1182,169889750,169889750,169890312,32,562,318
1183,169889765,169889765,169892709,4,2944,52
1219,169889933,169889933,169889937,1,4,17
1220,169890116,169890116,169890121,2,5,54
1221,169890149,169890149,169890151,1,2,23
1222,169890191,169890191,169890204,4,13,65
1223,169890207,169890207,169890393,1,186,25
1224,169890224,169890224,169890237,4,13,77
