jobid,submit,start,end,nnodes,duration,memory
2850247,166012316,166012316,166012730,2,413,32
2850249,166012340,166012340,166012727,2,386,42
2850250,166012344,166012344,166012733,2,388,31
2850251,166012351,166012351,166012734,2,383,33
2850252,166012351,166012351,166012723,2,372,33
2850254,166012368,166012368,166012743,2,375,33
2850255,166012371,166012371,166012733,2,361,31
2850256,166012375,166012375,166012740,2,365,32
2850257,166012378,166012378,166012751,2,373,32
2850260,166012388,166012388,166012768,2,380,31
2850261,166012397,166012397,166012763,2,365,32
2850262,166012401,166012401,166012792,2,390,32
2850263,166012411,166012411,166012791,2,380,31
2850265,166012418,166012418,166012827,2,409,32
2850266,166012420,166012420,166012829,2,409,31
2850268,166012421,166012421,166012834,2,413,31
2850269,166012424,166012424,166012849,2,424,32
2850271,166012427,166012427,166012810,2,382,31
2850272,166012441,166012441,166012820,2,379,32
2850273,166012444,166012444,166012824,2,379,31
2850274,166012444,166012444,166012825,2,380,31
2850276,166012474,166012474,166012845,2,371,32
2850277,166012488,166012488,166012867,2,379,32
2850278,166012503,166012503,166012883,2,379,31
2850279,166012503,166012503,166012883,2,379,31
2850283,166012530,166012530,166012911,2,381,32
2850284,166012533,166012533,166012915,2,382,32
2850285,166012570,166012570,166012954,2,384,31
2850286,166012572,166012572,166012951,2,378,32
2850712,165931229,165931229,165935547,2,4316,187
2850713,165931244,165931244,165935560,2,4314,190
2850714,165931331,165931331,165935648,2,4315,209
2850715,165931331,165931331,165935648,2,4315,311
2850716,165931449,165931449,165935767,2,4317,222
2850717,165931453,165931453,165935770,2,4315,263
2850718,165931546,165931546,165935864,2,4316,236
2850719,165931558,165931558,165935876,2,4316,301
2850720,165931714,165931714,165936031,2,4316,220
2850721,165931731,165931731,165936050,2,4317,177
2850722,165944085,165944085,165948403,2,4317,260
2850723,165944085,165944085,165948403,2,4317,271
2850724,165944216,165944216,165948534,2,4317,219
2850725,165944216,165944216,165948534,2,4317,254
2850726,165944410,165944410,165948726,2,4314,243
2850727,165944410,165944410,165948726,2,4314,234
2850728,165944803,165944803,165949120,2,4316,286
2850729,165944859,165944859,165949175,2,4314,250
2850730,165946474,165946474,165950791,2,4315,255
2850731,165946487,165946487,165950802,2,4314,274
2850732,165948015,165948015,165952332,2,4316,162
2850733,165948126,165948126,165952446,2,4318,127
2850734,165947827,165947827,165952146,2,4317,275
2850735,165948752,165948752,165953068,2,4314,127
2850736,165948776,165948776,165953092,2,4314,173
2850737,165949557,165949557,165953875,2,4317,126
2850738,165949571,165949571,165953887,2,4315,133
2850739,165949710,165949710,165954025,2,4314,183
2857153,165931247,165931247,165932915,2,1667,117
2857160,165931530,165931530,165933207,2,1677,116
2857162,165931331,165931331,165934238,2,2907,116
2857163,165944216,165944216,165947057,2,2841,113
2857164,165948560,165948560,165951149,2,2588,112
2857165,165951241,165951241,165953788,2,2546,114
2857171,165931455,165931455,165932742,2,1286,113
2857175,165944085,165944085,165946169,2,2083,109
2857176,165947211,165947211,165949443,2,2232,110
2857177,165949680,165949680,165951806,2,2126,109
2857182,165944086,165944086,165946551,2,2465,109
2857183,165948727,165948727,165950858,2,2131,73
2857184,165951020,165951020,165953090,2,2070,113
2857632,165931620,165931620,165933783,1,2163,34
2857633,165933787,165933787,165935950,1,2163,66
2857634,165943076,165943076,165945238,1,2162,30
2857635,165945247,165945247,165947408,1,2160,31
2857691,165931636,165931636,165933798,1,2162,34
2857693,165933802,165933802,165935962,1,2160,35
2857696,165943076,165943076,165945238,1,2162,31
2857697,165945247,165945247,165947408,1,2160,32
2857703,165931302,165931302,165933463,1,2160,33
2857705,165933466,165933466,165935629,1,2162,33
2857708,165943076,165943076,165945238,1,2162,30
2857710,165945247,165945247,165947408,1,2160,31
2859579,165932070,165932070,165932479,1,409,448
2859580,165932705,165932705,165933104,1,399,449
2859581,165933139,165933139,165933567,1,427,444
2859639,165943073,165943073,165945245,195,2170,133
2859742,165943073,165943073,165944858,64,1784,295
2860011,165943073,165943073,165947286,64,4213,178
2860014,165944085,165944085,165948404,96,4318,248
2860016,165944212,165944212,165948521,48,4309,154
2860162,165931331,165931331,165931720,5,388,173
2860196,165931237,165931237,165931622,2,384,78
2860200,165931264,165931264,165931664,2,400,82
2860226,165931203,165931203,165932428,1,1224,45
2860227,165931227,165931227,165933207,1,1980,42
2860230,165931381,165931381,165935705,1,4323,33
2860249,165931331,165931331,165931731,2,400,80
2860259,165931214,165931214,165932438,1,1224,39
2860269,165931271,165931271,165933522,1,2251,43
2860270,165943076,165943076,165947399,16,4323,40
2860274,165948746,165948746,165953067,16,4320,40
2860275,165955385,165955385,165959708,16,4322,41
2860276,165962869,165962869,165967192,16,4322,101
2860277,165969965,165969965,165974287,16,4322,42
2860278,165988681,165988681,165993004,16,4322,41
2860279,166002381,166002381,166006702,16,4320,40
2860280,166007818,166007818,166012140,16,4322,47
2860281,165931221,165931221,165932470,1,1248,47
2860282,166012187,166012187,166016508,16,4321,63
2860284,166021870,166021870,166026193,16,4323,41
2860288,166031515,166031515,166035837,16,4322,41
2860289,166041251,166041251,166045574,16,4322,42
2860290,166084114,166084114,166088434,16,4320,42
2860291,165943076,165943076,165947399,16,4323,40
2860292,165948746,165948746,165953067,16,4320,40
2860293,165931401,165931401,165931837,2,435,80
2860295,165955886,165955886,165960208,16,4321,41
2860299,165962870,165962870,165967192,16,4321,42
2860300,165970027,165970027,165974347,16,4320,42
2860301,166002234,166002234,166006558,16,4323,40
2860302,166007885,166007885,166012206,16,4321,40
2860303,166012418,166012418,166016740,16,4321,40
2860304,165931275,165931275,165933394,1,2119,53
2860305,166023591,166023591,166027912,16,4320,41
2860306,166044887,166044887,166049210,16,4322,42
2860307,166084114,166084114,166088434,16,4320,42
2860316,165931455,165931455,165931830,2,375,79
2860332,165931332,165931332,165931927,8,594,49
2860343,165931376,165931376,165933538,2,2162,46
2860349,165931453,165931453,165932024,5,571,175
2860352,165931321,165931321,165932521,1,1199,45
2860358,165931324,165931324,165933438,1,2114,42
2860374,165931465,165931465,165931848,2,382,82
2860382,165931349,165931349,165934953,1,3602,157
2860387,165931349,165931349,165932500,1,1150,42
2860389,165931354,165931354,165933449,1,2094,49
2860396,165931526,165931526,165932109,5,583,174
2860404,165931419,165931419,165932639,1,1220,40
2860408,165931433,165931433,165933638,1,2204,48
2860431,165931598,165931598,165931965,2,367,80
2860440,165931450,165931450,165932628,1,1177,40
2860445,165931453,165931453,165931842,1,389,443
2860446,165931460,165931460,165931852,1,392,446
2860452,165931467,165931467,165933551,1,2083,51
2860455,165931844,165931844,165936168,1,4324,31
2860462,165931466,165931466,165932634,1,1168,41
2860464,165931542,165931542,165932026,5,484,178
2860465,165931478,165931478,165931858,1,380,445
2860469,165931522,165931522,165931913,1,391,450
2860471,165931528,165931528,165932771,1,1243,121
2860473,165931720,165931720,165935322,5,3601,77
2860474,165931531,165931531,165933706,1,2174,46
2860477,165931531,165931531,165932778,1,1246,39
2860483,165931540,165931540,165935863,1,4322,45
2860484,165931542,165931542,165935863,1,4321,44
2860485,165931677,165931677,165935999,1,4321,57
2860486,165931681,165931681,165936003,1,4321,97
2860487,165931810,165931810,165936132,1,4322,47
2860488,165931813,165931813,165936135,1,4322,45
2860489,165931868,165931868,165936190,1,4321,44
2860490,165931873,165931873,165936193,1,4320,48
2860491,165944085,165944085,165948409,1,4322,41
2860492,165944085,165944085,165948409,1,4322,42
2860493,165944132,165944132,165948454,1,4321,42
2860499,165944216,165944216,165948539,1,4322,61
2860500,165944249,165944249,165948572,1,4322,61
2860502,165931618,165931618,165932066,1,447,446
2860540,165931621,165931621,165932024,1,402,451
2860543,165931938,165931938,165934543,5,2604,147
2860547,165931830,165931830,165932218,2,388,80
2860548,165931636,165931636,165933771,1,2135,52
2860551,165931624,165931624,165932885,1,1261,39
2860558,165931945,165931945,165934550,5,2605,150
2860559,165944085,165944085,165945067,8,981,32
2860562,165944085,165944085,165945078,8,992,32
2860567,165945654,165945654,165946671,8,1017,32
2860601,165931729,165931729,165932113,1,384,448
2860603,165931837,165931837,165932223,2,385,80
2860604,165931729,165931729,165932121,1,391,446
2860605,165931742,165931742,165933855,1,2112,47
2860609,165931743,165931743,165932982,1,1239,39
2860614,165931927,165931927,165932329,2,401,83
2860616,165931745,165931745,165932771,1,1026,121
2860617,165931861,165931861,165934687,2,2825,91
2860619,165931871,165931871,165934489,2,2618,93
2860621,165944085,165944085,165946453,2,2367,87
2860622,165944085,165944085,165947901,2,3816,88
2860623,165944216,165944216,165947806,2,3590,88
2860624,165931745,165931745,165932770,1,1025,129
2860625,165944410,165944410,165948126,2,3716,88
2860633,165931830,165931830,165932229,1,399,446
2860634,165931842,165931842,165932220,1,377,444
2860693,165931861,165931861,165933988,1,2126,44
2860694,165931858,165931858,165933257,1,1398,46
2860700,165945018,165945018,165948202,2,3184,87
2860710,165931956,165931956,165932357,2,400,81
2860711,165931927,165931927,165932316,1,388,448
2860717,165931928,165931928,165932316,1,388,445
2860726,165944085,165944085,165946118,1,2032,39
2860730,165944085,165944085,165945290,1,1204,36
2860759,165945018,165945018,165948789,2,3771,88
2860762,165946548,165946548,165948508,2,1959,87
2860763,165946641,165946641,165949473,2,2831,87
2860767,165931931,165931931,165932358,1,427,445
2860768,165931939,165931939,165932384,1,445,447
2860770,165931946,165931946,165932346,1,400,448
2860776,165931977,165931977,165934554,5,2576,146
2860777,165931946,165931946,165932383,1,437,447
2860778,165932026,165932026,165935630,8,3602,51
2860779,165932112,165932112,165935714,5,3601,175
2860780,165931956,165931956,165932356,1,399,448
2860781,165931960,165931960,165932368,1,407,444
2860784,165931967,165931967,165932384,1,417,446
2860788,165931967,165931967,165932372,1,405,445
2860789,165931977,165931977,165932378,1,400,445
2860790,165931987,165931987,165932372,1,385,446
2860794,165932116,165932116,165934811,5,2694,147
2860795,165931992,165931992,165932378,1,386,448
2860796,165932019,165932019,165935624,1,3603,180
2860799,165932002,165932002,165932395,1,393,445
2860801,165932006,165932006,165932421,1,415,448
2860816,165932027,165932027,165932426,1,398,449
2860818,165932034,165932034,165932440,1,406,443
2860837,165932034,165932034,165932430,1,396,447
2860841,165932062,165932062,165932470,1,407,449
2860842,165932067,165932067,165932440,1,373,446
2860851,165944085,165944085,165946488,1,2402,480
2860854,165932145,165932145,165934744,5,2599,146
2860863,165932191,165932191,165932572,2,380,82
2860864,165932187,165932187,165933496,5,1309,173
2860865,165932205,165932205,165932899,5,694,171
2860866,165944085,165944085,165947768,1,3682,149
2860867,165932184,165932184,165935784,5,3600,168
2860870,165932226,165932226,165935827,5,3600,175
2860874,165944085,165944085,165948409,20,4323,64
2860875,165944086,165944086,165948409,20,4323,63
2860876,165932237,165932237,165932842,5,605,177
2860877,165944219,165944219,165948542,40,4322,75
2860878,165948649,165948649,165952971,80,4321,75
2860887,165932230,165932230,165932612,2,382,79
2860891,165932321,165932321,165935924,5,3602,176
2860895,165932243,165932243,165933689,1,1445,34
2860896,165932254,165932254,165933100,1,846,38
2860897,165932328,165932328,165932932,5,603,174
2860901,165932284,165932284,165935705,5,3420,81
2860909,165932359,165932359,165932959,5,599,176
2860910,165932332,165932332,165932712,2,380,83
2860911,165932359,165932359,165932849,5,490,172
2860914,165944086,165944086,165946689,2,2603,49
2860915,165944086,165944086,165946158,2,2072,48
2860916,165944216,165944216,165946226,2,2010,49
2860917,165944216,165944216,165946130,2,1914,49
2860918,165944414,165944414,165946077,2,1662,49
2860919,165944414,165944414,165946188,2,1774,49
2860920,165945104,165945104,165947074,2,1969,49
2860921,165945207,165945207,165947141,2,1934,49
2860923,165932366,165932366,165932777,2,410,79
2860924,165945246,165945246,165949570,512,4323,298
2860926,165932393,165932393,165935997,5,3603,174
2860930,165932368,165932368,165933523,1,1154,417
2860934,165932387,165932387,165932755,2,368,79
2860941,165932400,165932400,165932763,2,362,82
2860942,165932428,165932428,165933109,5,680,179
2860943,165932441,165932441,165935642,5,3200,157
2860947,165932414,165932414,165936015,5,3600,174
2860952,165932486,165932486,165933767,5,1280,176
2860957,165932482,165932482,165932872,1,389,444
2860958,165932482,165932482,165932873,1,390,444
2860959,165932482,165932482,165932883,1,401,452
2860961,165932492,165932492,165932879,1,386,449
2860962,165932499,165932499,165932885,1,385,445
2860963,165932519,165932519,165936123,2,3603,178
2860965,165932499,165932499,165932902,1,402,444
2860968,165932503,165932503,165932874,1,370,444
2860969,165932503,165932503,165932899,1,395,446
2860970,165932503,165932503,165932881,1,378,450
2860971,165932521,165932521,165932905,1,383,448
2860972,165932544,165932544,165932925,1,381,444
2860977,165932546,165932546,165932965,1,418,448
2860979,165932570,165932570,165932960,1,389,443
2860980,165932570,165932570,165932939,1,369,447
2860981,165932570,165932570,165932932,1,362,449
2860982,165932573,165932573,165932987,1,413,447
2860983,165932573,165932573,165932944,1,370,447
2860984,165932612,165932612,165933013,2,400,79
2860986,165932584,165932584,165932981,1,397,444
2860987,165932584,165932584,165932959,1,375,447
2860988,165944086,165944086,165946995,1,2909,56
2860990,165932594,165932594,165933032,1,438,444
2860991,165932594,165932594,165933036,1,442,445
2860992,165932617,165932617,165933010,1,393,448
2860993,165932617,165932617,165933014,1,397,448
2860994,165932640,165932640,165933025,2,385,81
2860995,165932631,165932631,165933000,1,369,449
2860996,165932637,165932637,165933039,1,401,449
2860998,165932664,165932664,165933039,1,374,449
2860999,165932664,165932664,165933047,1,382,447
2861001,165932664,165932664,165933082,1,417,446
2861002,165932664,165932664,165933041,1,376,444
2861003,165932698,165932698,165933137,1,439,446
2861004,165932698,165932698,165933101,1,403,444
2861006,165932694,165932694,165933617,1,922,279
2861010,165932705,165932705,165933133,1,428,445
2861012,165932715,165932715,165933096,2,381,83
2861014,165944086,165944086,165947692,1,3604,184
2861017,165932759,165932759,165933166,2,407,79
2861020,165932942,165932942,165933665,64,722,282
2861022,165944086,165944086,165948409,1,4323,134
2861023,165932779,165932779,165933144,2,365,83
2861032,165944086,165944086,165947692,2,3604,185
2861033,165944219,165944219,165947824,1,3603,184
2861034,165944222,165944222,165947827,1,3603,185
2861035,165944086,165944086,165948409,16,4322,499
2861036,165944259,165944259,165947863,1,3603,182
2861037,165944377,165944377,165947984,1,3605,176
2861038,165944417,165944417,165948023,1,3605,182
2861039,165944417,165944417,165948023,1,3605,182
2861040,165944476,165944476,165948081,1,3602,183
2861041,165944476,165944476,165948081,1,3603,182
